Date,Open,High,Low,Close,Adj Close,Volume,RSI,RSIflag,fastk,fastd,StochRSIflag,macd,macdsignal,macdhist,MACDflag,EMA_fast,EMA_medium,EMA_slow,ap,esa,dval,d,ci,tci,wt1,wt2,CipherFlag
2022-01-25,123.08000183105469,124.62000274658203,121.58999633789062,123.2699966430664,122.23729705810547,9126600,11.1388423712106,oversold,,,neutral,,,,neutral,,,,123.15999857584636,127.43070031347128,4.270701737624918,,,,,,neutral
2022-01-26,119.19000244140625,121.68000030517578,119.0,120.06999969482422,119.0641098022461,14753100,8.711202137601731,oversold,,,neutral,,,,neutral,,,,120.25,126.12511843829466,5.875118438294663,,,,,,neutral
2022-01-27,120.9800033569336,123.16999816894531,119.73999786376953,120.44000244140625,119.43101501464844,9179500,11.12317743291203,oversold,,,neutral,,,,neutral,,,,121.11666615804036,125.21449075097568,4.097824592935325,,,,,,neutral
2022-01-28,120.7699966430664,125.52999877929688,119.61000061035156,125.3499984741211,124.29988098144531,8286500,35.483663200327825,neutral,100.0,66.66666666666667,neutral,,,,neutral,,,,123.49666595458984,124.90215896981462,1.4054930152247778,4.230739992105408,-22.147315723292508,,,,neutral
2022-01-31,125.5199966430664,127.95999908447266,125.12999725341797,127.45999908447266,126.39220428466797,7210000,42.74619284909044,neutral,100.0,100.0,Sell Pressure,,,,neutral,128.40510980104833,,,126.8499984741211,125.25631160696125,1.593686867159846,3.7512757875698512,28.322575347843944,,,,neutral
2022-02-01,127.37000274658203,127.66000366210938,126.23999786376953,127.19999694824219,126.1343765258789,5602000,42.11704155548841,neutral,93.29142429229812,97.76380809743272,neutral,,,,neutral,128.2903371484001,,,127.03333282470703,125.57940637382411,1.4539264508829177,3.3335759081722265,29.076413055794575,,,,neutral
2022-02-02,128.25,130.74000549316406,127.86000061035156,130.0399932861328,128.95057678222656,7450500,50.659564916030725,neutral,100.0,97.76380809743272,neutral,,,,neutral,128.4569710662794,,,129.54666646321616,126.3007263900772,3.2459400731389536,3.3176421199843587,65.22584324946733,,,,neutral
2022-02-03,128.6300048828125,130.94000244140625,128.25999450683594,130.11000061035156,129.02000427246094,5613300,50.85211807288161,neutral,100.0,97.76380809743272,neutral,,,,neutral,128.61440245142913,,,129.7699991861979,126.93150326209914,2.8384959240987655,3.2305246298233414,58.57657293791703,,,,neutral
2022-02-04,129.55999755859375,130.52000427246094,128.60000610351562,129.7100067138672,128.62335205078125,4149700,49.659652327811706,neutral,0.0,66.66666666666667,neutral,,,,neutral,128.71874571451846,,,129.6100056966146,127.41850370473831,2.1915019918762795,3.0416114229238755,48.03379277531353,,,,neutral
2022-02-07,129.8699951171875,129.9499969482422,127.68000030517578,128.0500030517578,126.97726440429688,4035200,44.94884082423136,neutral,0.0,33.333333333333336,neutral,,,,neutral,128.65505593711268,,,128.56000010172525,127.62604850419048,0.9339515975347723,2.658400545580402,23.421391460050906,,,,neutral
2022-02-08,127.52999877929688,128.94000244140625,127.16000366210938,128.64999389648438,127.57222747802734,3890900,46.90918229468523,neutral,53.41084077590568,17.80361359196856,neutral,,,,neutral,128.6545738380052,,,128.25,127.7394942307013,0.5105057692987032,2.267874222620093,15.006880722832792,,,,neutral
2022-02-09,129.52000427246094,130.7899932861328,129.4199981689453,130.49000549316406,129.39682006835938,3434200,52.4959028388067,neutral,100.0,51.13694692530189,neutral,,,,neutral,128.82937685278225,,,130.23333231608072,128.1929193371339,2.0404129789468186,2.2265176328613157,61.09429807433316,,,,neutral
2022-02-10,128.57000732421875,129.9199981689453,127.16999816894531,127.76000213623047,126.68968963623047,5917700,44.939828105545956,neutral,0.0,51.13694692530189,neutral,,,,neutral,128.72753164168208,,,128.28333282470703,128.2093581530563,0.07397467165074545,1.8351461853684845,2.687330751106416,,,,neutral
2022-02-11,127.77999877929688,128.9199981689453,125.1500015258789,125.48999786376953,124.43870544433594,4803200,39.80886587957391,neutral,0.0,33.333333333333336,neutral,,,,neutral,128.41919509140467,,,126.51999918619792,127.90220197726384,1.3822027910659216,1.7527928409498366,-52.57144517306097,,,,neutral
2022-02-14,125.0,125.56999969482422,121.9800033569336,122.77999877929688,121.75140380859375,7433900,34.71332001067108,neutral,0.0,0.0,Buy Pressure,,,,neutral,127.88212877596584,,,123.44333394368489,127.0914986984313,3.6481647547464036,2.097405916185576,-115.95799447923424,,,,neutral
2022-02-15,124.19000244140625,125.41999816894531,123.41000366210938,123.9800033569336,122.94136047363281,5298000,38.46912018073968,neutral,83.87307772415508,27.95769257471836,neutral,,,,neutral,127.51049778367705,,,124.27000172932942,126.57849924950368,2.3084975201742566,2.1357862078198813,-72.05769665278348,,,,neutral
2022-02-16,123.44999694824219,124.11000061035156,121.55999755859375,123.68000030517578,122.64386749267578,5078100,37.88238429417049,neutral,85.96771832841607,56.61359868419038,neutral,,,,neutral,127.14568850001027,,,123.11666615804036,125.94907505105579,2.832408893015426,2.262444877855435,-83.461595631603,,,,neutral
2022-02-17,122.98999786376953,123.18000030517578,120.47000122070312,120.58000183105469,119.56983947753906,3688300,32.38566338696714,neutral,0.0,56.61359868419038,neutral,,,,neutral,126.52038500772878,,,121.41000111897786,125.12378888158707,3.713787762609215,2.526325402356122,-98.00235971569964,,,,neutral
2022-02-18,120.0,120.30999755859375,114.83999633789062,116.79000091552734,115.81159210205078,12376100,27.191033456839676,oversold,0.0,28.655906109472017,neutral,-3.003636247927517,-2.510994503298371,-0.4926417446291458,neutral,125.59368176085246,,,117.3133316040039,123.7037057402083,6.3903741362044,3.228879717601264,-131.94202933335677,,,,neutral
2022-02-22,116.54000091552734,119.33000183105469,116.0999984741211,117.51000213623047,116.52555847167969,8372800,29.504389571900845,oversold,48.07326143592787,16.024420478642618,neutral,-3.259548873843187,-2.6607053774073344,-0.5988434964358524,neutral,124.82380751088846,,,117.64666748046875,122.6024260566193,4.955758576150544,3.5428576918829506,-93.25350714301797,,,,neutral
2022-02-23,118.0,118.83999633789062,116.98999786376953,117.25,116.26773834228516,5184200,29.144276184607506,oversold,85.36706427505298,44.48010857032694,neutral,-3.443645273973928,-2.8172933567206533,-0.6263519172532748,neutral,124.10249250985147,,,117.69333140055339,121.70986339188003,4.016531991326644,3.628980291781804,-73.7862368743545,,,,neutral
2022-02-24,115.0,118.91999816894531,114.43000030517578,118.72000122070312,117.72542572021484,6252600,34.04568901296109,neutral,100.0,77.81344190366028,neutral,-3.431371469872417,-2.940108979351006,-0.4912624905214109,neutral,123.58987429183735,,,117.3566665649414,120.91837305970938,3.561706494767975,3.616748692324744,-65.65208695729811,,,,neutral
2022-02-25,118.72000122070312,122.93000030517578,118.5,122.41000366210938,121.38451385498047,5837700,44.4360996086819,neutral,100.0,95.12235475835098,neutral,-3.0882921240981176,-2.9697456083004283,-0.11854651579768927,neutral,123.47750566043469,,,121.28000132242839,120.984123652931,0.29587766949738636,3.012953960901588,6.546790366683836,,,,neutral
2022-02-28,121.05000305175781,121.05999755859375,119.1500015258789,120.62000274658203,119.60950469970703,6828400,41.05709328516706,neutral,69.3371620362532,89.77905401208439,neutral,-2.927095648458348,-2.9612156163320122,0.034119967873664336,neutral,123.20536252578206,,,120.27666727701823,120.85549522094685,0.5788279439286157,2.5703855941792293,-15.012739599314113,-38.532966712616826,-38.532966712616826,,neutral
2022-03-01,120.30999755859375,121.16000366210938,117.37999725341797,118.16999816894531,117.1800308227539,6697700,36.91899099256225,neutral,0.0,56.44572067875106,neutral,-2.9628868586550965,-2.961549864796629,-0.0013369938584673058,neutral,122.72580401560714,,,118.90333302815755,120.5005566404397,1.59722361228215,2.393447052016124,-44.48879454527662,-39.074405606494985,-39.074405606494985,,neutral
2022-03-02,118.62000274658203,121.05000305175781,118.26000213623047,120.36000061035156,119.35167694091797,6419800,42.49801518732038,neutral,100.0,56.44572067875106,neutral,-2.7824622632422944,-2.925732344485762,0.14327008124346774,neutral,122.5004894055828,,,119.89000193277995,120.38954669359246,0.49954476081251187,2.0491011808881945,-16.25248394992974,-36.99968545589814,-36.99968545589814,,neutral
2022-03-03,120.80000305175781,122.06999969482422,120.48999786376953,120.97000122070312,119.95657348632812,5223100,43.98409229853128,neutral,100.0,66.66666666666666,neutral,-2.560733972982092,-2.852732670185028,0.2919986972029358,neutral,122.35472862607044,,,121.17666625976562,120.53265934198758,0.644006917778043,1.7936294966863486,23.936824521371047,-31.460002730691848,-31.460002730691848,-36.51676512642545,neutral
2022-03-04,119.93000030517578,121.76000213623047,119.01000213623047,121.41000366210938,120.39289093017578,5911400,45.08651218357679,neutral,100.0,100.0,Sell Pressure,-2.322733163657702,-2.746732768879563,0.42399960522186086,neutral,122.2647548199789,,,120.72666931152344,120.56793388190319,0.15873542962025056,1.496376029947058,7.071993778901802,-27.957093957092425,-27.957093957092425,-33.87279693754435,neutral
2022-03-07,120.54000091552734,120.88999938964844,117.26000213623047,118.86000061035156,117.86425018310547,6632000,40.154337772514424,neutral,0.0,66.66666666666667,neutral,-2.313214446365336,-2.6600291043767177,0.34681465801138156,neutral,121.9404925143001,,,119.00333404541016,120.283461184359,1.280127138948842,1.4570580497655643,-58.571317235430215,-30.74020516421404,-30.74020516421404,-31.78924682697411,neutral
2022-03-08,117.91000366210938,119.0199966430664,115.70999908447266,116.11000061035156,115.13729095458984,6694000,35.62788027674053,neutral,0.0,33.333333333333336,neutral,-2.498768563058036,-2.6277769961129813,0.12900843305494547,neutral,121.3852075710669,,,116.94666544596355,119.67677105010527,2.730105604141727,1.688521241470321,-107.79079102234334,-37.74480387858943,-37.74480387858943,-31.975526432646937,Sell Signal
2022-03-09,117.9000015258789,119.19999694824219,116.44000244140625,118.38999938964844,117.398193359375,5004700,41.51443606903565,neutral,100.0,33.333333333333336,neutral,-2.4337894804881017,-2.5889794929880052,0.1551900124999035,neutral,121.09994964902705,,,118.00999959309895,119.37372169428593,1.3637221011869798,1.6294668523278952,-55.79420447609327,-39.3856584783625,-39.3856584783625,-33.9569403695646,neutral
2022-03-10,117.18000030517578,117.80999755859375,115.7300033569336,117.0,116.01983642578125,4377600,39.16314858024415,neutral,61.29355524673067,53.764518415576894,neutral,-2.466027592401133,-2.564389112870631,0.09836152046949787,neutral,120.70947825388161,,,116.84666697184245,118.9142571992962,2.067590227453749,1.7091256478053232,-80.6490433713374,-43.136875286814764,-43.136875286814764,-37.751885701995185,neutral
2022-03-11,117.44000244140625,118.05999755859375,113.87999725341797,114.0199966430664,113.06478881835938,8012400,34.63418904531554,neutral,0.0,53.764518415576894,neutral,-2.700903559354458,-2.591692002167396,-0.10921155718706199,neutral,120.07238476713732,,,115.3199971516927,118.26075537245919,2.940758220766483,1.9330588428891704,-101.41985525804256,-48.43532801147184,-48.43532801147184,-42.17566641380964,neutral
2022-03-14,114.9000015258789,117.20999908447266,114.58000183105469,115.5199966430664,114.55223083496094,5527500,38.490083742332786,neutral,87.68053396190648,49.65802973621239,neutral,-2.734485544182789,-2.620250710570475,-0.11423483361231401,neutral,119.63882399341628,,,115.76999918619792,117.80789061132076,2.0378914251228366,1.9521193123862006,-69.59586305995444,-50.35901301587934,-50.35901301587934,-45.32921869813211,neutral
2022-03-15,117.5,117.79000091552734,116.22000122070312,117.4800033569336,116.49581146240234,5041200,43.2046152313784,neutral,100.0,62.56017798730216,neutral,-2.5732801757006882,-2.6108566035965177,0.03757642789582949,neutral,119.43322202803698,124.34597683043317,,117.16333516438802,117.69069871187844,0.5273635474904239,1.6930728096778773,-20.76553922059854,-47.66869721630836,-47.66869721630836,-47.39997838261857,neutral
2022-03-16,118.20999908447266,119.54000091552734,116.95999908447266,119.4800033569336,118.47905731201172,4441800,47.61669560995153,neutral,100.0,95.89351132063548,neutral,-2.2581103835770904,-2.5403073595926324,0.28219697601554206,neutral,119.4376773926938,124.15515434127633,,118.66000111897786,117.86693551316924,0.7930656058086214,1.5294351362471035,34.56899814461913,-40.19254309258768,-40.19254309258768,-46.663895334061806,Buy Signal
2022-03-17,119.0,121.23999786376953,118.7300033569336,121.19999694824219,120.18463897705078,3998900,51.132555158274094,neutral,100.0,100.0,Sell Pressure,-1.8482415661271148,-2.401894200899529,0.5536526347724142,neutral,119.60551735036508,124.03926581605931,,120.38999938964844,118.32567439980181,2.064324989846625,1.6266878369015618,84.60238213369215,-28.847549890198604,-28.847549890198604,-41.7669508037435,neutral
2022-03-18,121.73999786376953,122.66999816894531,120.68000030517578,122.44999694824219,121.4241714477539,7823800,53.57144220950701,neutral,100.0,100.0,neutral,-1.406341591587946,-2.2027836790372124,0.7964420874492664,neutral,119.87642016921052,123.97694154673316,,121.93333180745442,118.98161211028409,2.951719697170333,1.8676027205867929,105.36572418509917,-16.646343156080626,-16.646343156080626,-33.33878333879382,neutral
2022-03-21,121.93000030517578,123.0999984741211,121.16000366210938,121.76000213623047,120.73995971679688,4135100,52.02786431256642,neutral,38.38052215822717,79.46017405274239,neutral,-1.0991392991996491,-1.9820548030696998,0.8829155038700507,neutral,120.05580892797433,123.8900027463213,,122.00666809082031,119.5316222885634,2.475045802256915,1.9780469172540878,83.41715863486722,-7.549661175085366,-7.549661175085366,-23.309024328488068,neutral
2022-03-22,121.88999938964844,122.52999877929688,121.26000213623047,121.88999938964844,120.86886596679688,4479600,52.306685487453684,neutral,18.552529938059628,52.31101736542893,neutral,-0.8355577872358708,-1.752755399902934,0.9171976126670631,neutral,120.23049373384805,123.81157124213806,,121.8933334350586,119.96102431519888,1.9323091198597098,1.9697309540914736,65.40010336084963,-0.9178643990912754,-0.9178643990912754,-13.490354655113968,neutral
2022-03-23,121.11000061035156,121.23999786376953,116.73999786376953,116.91999816894531,115.94049835205078,5656000,42.206618382216405,neutral,0.0,18.977684032095596,neutral,-1.0159933634202218,-1.6054029926063915,0.5894096291861697,neutral,119.91520844195256,123.54131347456187,,118.2999979654948,119.65901952434359,1.359021558848795,1.8586928822291682,-48.74470555239131,-5.265759049391279,-5.265759049391279,-7.594906944912136,neutral
2022-03-24,117.37999725341797,117.87999725341797,116.61000061035156,117.81999969482422,116.83296203613281,4505800,44.30393037779027,neutral,21.186710016143223,13.246413318067612,neutral,-1.073987002372931,-1.4991197945596995,0.42513279218676847,neutral,119.71566475174986,123.31694822829765,,117.43666585286458,119.25495522043832,1.8182893675737404,1.8513467886554538,-65.47627484725245,-10.739442303742294,-10.739442303742294,-6.118181731827553,Sell Signal
2022-03-25,118.6500015258789,119.30999755859375,117.73999786376953,118.94999694824219,117.9534912109375,2896300,46.909030479550296,neutral,99.99999999999999,40.39557000538107,neutral,-1.0170422149279261,-1.4027042786333448,0.38566206370541867,neutral,119.64274400855865,123.14569523692293,,118.66666412353516,119.14799320281956,0.48132907928440716,1.6022526596788997,-20.027181787957137,-11.583782256852734,-11.583782256852734,-7.126712002269396,neutral
2022-03-28,119.37999725341797,120.0,118.70999908447266,119.98999786376953,118.98477935791016,5350900,49.26126448372121,neutral,100.0,73.7289033387144,neutral,-0.8778740923015675,-1.2977382413669893,0.4198641490654218,neutral,119.67581580429301,123.02194239876006,,119.56666564941406,119.22411546583673,0.34255018357733036,1.3732158458422508,16.630072376676274,-9.01888638107737,-9.01888638107737,-9.15196749776592,Buy Signal
2022-03-29,121.83000183105469,122.06999969482422,119.30999755859375,120.19000244140625,119.18311309814453,5126100,49.72260703737248,neutral,100.0,100.0,Sell Pressure,-0.7428801941098726,-1.186766631915566,0.4438864378056935,neutral,119.72478596020856,122.91088592984423,,120.52333323160808,119.46033687779514,1.0629963538129346,1.3168123018369204,53.816647588021524,-3.306565111159289,-3.306565111159289,-8.662169013207922,neutral
2022-03-30,119.87000274658203,120.73999786376953,119.47000122070312,120.37999725341797,119.37151336669922,4064800,50.18597076784911,neutral,100.0,100.0,neutral,-0.6134935915016513,-1.072112023832783,0.45861843233113175,neutral,119.78718703575232,122.81163539351378,,120.19666544596355,119.59421479928031,0.6024506466832378,1.1869283645362507,33.83807957209075,0.07022076913616937,0.07022076913616937,-5.959753244988306,neutral
2022-03-31,120.20999908447266,120.48999786376953,118.0999984741211,118.36000061035156,117.36843872070312,5432600,45.39572464134782,neutral,0.0,66.66666666666667,neutral,-0.6662702750418106,-0.9909436740745885,0.3246733990327779,neutral,119.6512645190475,122.63706148044861,,118.98333231608073,119.48314525688038,0.499812940799643,1.061998287493231,-31.375627543268127,-2.788492713809676,-2.788492713809676,-3.7609308592275417,neutral
2022-04-01,118.83999633789062,118.97000122070312,117.26000213623047,118.58000183105469,117.58660125732422,4314000,46.00026631397779,neutral,12.813652624575559,37.60455087485852,neutral,-0.682476749952599,-0.9292502892501906,0.2467735392975916,neutral,119.54923950114343,122.47796110204101,,118.27000172932942,119.26257370641656,0.9925719770871382,1.0493753219648503,-63.05795815289719,-8.267535026453995,-8.267535026453995,-3.5730930205716978,Sell Signal
2022-04-04,117.87000274658203,118.9800033569336,117.56999969482422,118.87999725341797,117.88407897949219,4037200,46.86416208763948,neutral,100.0,37.60455087485852,neutral,-0.6634653589967172,-0.876093303199496,0.21262794420277875,neutral,119.4855021442172,122.33686448052637,,118.47666676839192,119.11968153586662,0.6430147674746962,0.9754915847848222,-43.94466526785638,-11.510910502945121,-11.510910502945121,-5.624179368518156,neutral
2022-04-05,118.26000213623047,121.19000244140625,118.13999938964844,119.4800033569336,118.47905731201172,6113400,48.63414855737747,neutral,100.0,70.93788420819185,neutral,-0.5931458010272195,-0.8195038027650406,0.22635800173782117,neutral,119.48497845019018,122.22483071097372,,119.60333506266277,119.20761854073864,0.395716521924129,0.8700779369919689,30.32038894448154,-7.708065098633606,-7.708065098633606,-7.5687508354606,neutral
2022-04-06,119.0,120.19000244140625,117.76000213623047,119.94000244140625,118.9352035522461,5485100,50.009013698353336,neutral,100.0,100.0,Sell Pressure,-0.49459755028375696,-0.754522552268784,0.259925001985027,neutral,119.52831406840123,122.13522960236324,,119.29666900634766,119.22380953448572,0.07285947186193198,0.7251291251501439,6.6985285181078,-6.398374769838932,-6.398374769838932,-8.471221349467914,Buy Signal
2022-04-07,119.5999984741211,124.20999908447266,119.29000091552734,123.37000274658203,122.33647155761719,5863500,58.852959764003906,neutral,100.0,100.0,neutral,-0.13813268504013365,-0.6312445788230538,0.4931118937829202,neutral,119.89418918060893,122.18365207860712,,122.29000091552734,119.78129887649328,2.5087020390340626,1.0494151094926747,159.3714451882859,8.671608862717871,8.671608862717871,-4.236435377174947,neutral
2022-04-08,123.41999816894531,124.36000061035156,122.11000061035156,123.25,122.21747589111328,5093900,58.46326982571829,neutral,95.65165545095081,98.5505518169836,neutral,0.13315019751786394,-0.4783656235548703,0.6115158210727343,neutral,120.21379021102713,122.22546964415194,,123.24000040690105,120.41015370020378,2.8298467066972677,1.373129945348055,137.39154677406106,20.373421400112704,20.373421400112704,3.73464759858951,neutral
2022-04-11,123.4800033569336,123.5,119.77999877929688,120.04000091552734,119.03436279296875,4071100,49.098130451860364,neutral,0.0,65.21721848365026,neutral,0.08810808227040923,-0.36507088238981433,0.45317896466022356,neutral,120.19723884955096,122.13976498812745,,121.1066665649414,120.53679240288334,0.5698741620580705,1.2270834392953305,30.960902565589645,21.335919687883333,21.335919687883333,10.995643795218744,neutral
2022-04-12,119.79000091552734,120.61000061035156,117.72000122070312,118.38999938964844,117.398193359375,4432300,45.09902871425741,neutral,0.0,31.883885150316928,neutral,-0.07980945831859287,-0.30801859757557004,0.22820913925697717,neutral,120.02512080575072,121.99271535681456,,118.9066670735677,120.24040597937139,1.3337389058036848,1.2464753422968495,-71.333883660896,12.911392110721575,12.911392110721575,15.823085515358871,Sell Signal
2022-04-13,117.55999755859375,119.80999755859375,117.25,119.4800033569336,118.95128631591797,4407900,48.10609018588445,neutral,75.86589114635395,25.288630382117972,neutral,-0.12350739206424066,-0.2711163564733042,0.14760896440906351,neutral,119.97320485824432,121.89417763132903,,118.84666697184245,119.98699888709339,1.1403319152509397,1.2271765373794112,-61.9488112490631,6.105919078013877,6.105919078013877,15.181663069182873,neutral
2022-04-14,120.05000305175781,120.25,117.55999755859375,117.69000244140625,117.16920471191406,3140000,43.85775715051049,neutral,0.0,25.288630382117972,neutral,-0.2991282691199615,-0.27671873900263566,-0.022409530117325827,neutral,119.75575700902165,121.72930801603795,,118.5,119.7166354530764,1.2166354530764067,1.2252599765970467,-66.19740443196429,-0.46711033198413876,-0.46711033198413876,9.97153013615866,neutral
2022-04-18,117.0199966430664,118.33000183105469,115.54000091552734,116.29000091552734,115.77539825439453,4115900,40.82131231829997,neutral,0.0,25.288630382117972,neutral,-0.5449951376055822,-0.33037401872322497,-0.2146211188823572,neutral,119.42568500011744,121.51600185523361,,116.72000122070312,119.17179286537217,2.4517916446690435,1.4482657344283187,-112.86103953553118,-10.684740259579325,-10.684740259579325,1.9663651492929972,neutral
2022-04-19,116.68000030517578,120.2300033569336,116.6500015258789,119.9800033569336,119.4490737915039,5120900,50.54090321323595,neutral,100.0,33.33333333333332,neutral,-0.437055935109143,-0.3517104020004086,-0.08534553310873438,neutral,119.47847722457612,121.45576662000616,,118.95333607991536,119.13207344983456,0.17873736991920453,1.2174423954266615,-9.78758806662414,-10.603180969310671,-10.603180969310671,-3.9122781207150643,neutral
2022-04-20,119.4800033569336,124.05000305175781,117.5,122.63999938964844,122.09729766845703,8334200,56.13397000116911,neutral,100.0,66.66666666666666,neutral,-0.13531407373315574,-0.308431136346958,0.17311706261380228,Buy Signal,119.77957457363063,121.50220712077645,,121.39666748046875,119.54381781904078,1.8528496614279675,1.3329709892450807,92.66766625717871,-1.214922130538909,-1.214922130538909,-5.742488422853261,Buy Signal
2022-04-21,123.18000030517578,124.3499984741211,122.6500015258789,123.37000274658203,122.82406616210938,7321100,57.552645297638335,neutral,100.0,100.0,Sell Pressure,0.16086929426533914,-0.21457105022449857,0.3754403444898377,neutral,120.12152011391171,121.57545400806295,,123.45666758219402,120.255245048705,3.2014225334890085,1.6726894518348856,127.59581204098795,10.49514461232717,10.49514461232717,-3.0019246867754337,neutral
2022-04-22,123.0199966430664,123.18000030517578,119.55999755859375,119.63999938964844,119.1105728149414,6710100,48.85787185818843,neutral,0.0,66.66666666666667,neutral,0.0935383969103043,-0.152949160797538,0.2464875577078423,neutral,120.07566099731521,121.49955382694866,,120.79333241780598,120.35307911581427,0.4402533019917172,1.4486101518634005,20.2609515714265,11.382945244972563,11.382945244972563,2.514996689362538,neutral
2022-04-25,119.16000366210938,120.30999755859375,117.83999633789062,120.01000213623047,119.47893524169922,4503500,49.67013943136262,neutral,9.387458837456007,36.462486279152,neutral,0.06923619333201714,-0.10851208997162698,0.17774828330364412,neutral,120.06940777244999,121.44114003515578,,119.38666534423828,120.17736752098226,0.7907021767439772,1.3289905200235053,-39.66429982409969,6.74228660232963,6.74228660232963,6.851363582272613,Sell Signal
2022-04-26,118.61000061035156,119.63999938964844,116.97000122070312,116.97000122070312,116.452392578125,3366300,43.54999243109152,neutral,0.0,3.1291529458186695,neutral,-0.19310020664552496,-0.12542971330640657,-0.0676704933391184,neutral,119.77422619609315,121.26580125811842,,117.86000061035156,119.75602808268576,1.8960274723341968,1.4320881477163583,-88.26400224770369,-1.8946487476733997,-1.8946487476733997,6.681431927988991,neutral
2022-04-27,117.29000091552734,118.58000183105469,116.12999725341797,116.72000122070312,116.20349884033203,4178700,43.079890491766726,neutral,0.0,3.1291529458186695,neutral,-0.416376870939672,-0.18361914483305966,-0.23275772610661236,neutral,119.4833476270084,121.08753458998449,,117.1433334350586,119.28099269220809,2.137659257149494,1.5603738039769284,-91.33107514371393,-10.025232965495265,-10.025232965495265,1.551337533533382,neutral
2022-04-28,117.55000305175781,118.73999786376953,116.83000183105469,118.01000213623047,117.48778533935547,4960000,46.30099552572254,neutral,99.99999999999999,33.33333333333333,neutral,-0.48365763892361713,-0.24362684365117115,-0.24003079527244597,neutral,119.34302900883907,120.96684704277844,,117.86000061035156,119.02263049550689,1.1626298851553258,1.4880567278275458,-52.087166813534076,-13.849045133498791,-13.849045133498791,-4.756660061084457,neutral
2022-04-29,117.05999755859375,117.7699966430664,113.12999725341797,113.5,112.99774169921875,6815900,38.1686260895465,neutral,0.0,33.33333333333333,neutral,-0.8906309735513815,-0.37302766963121325,-0.5176033039201683,neutral,118.7865500556163,120.6740295116891,,114.7999979654948,118.25487912641377,3.4548811609189727,1.8456611702078054,-124.79290047695964,-23.934850164722505,-23.934850164722505,-12.42594425284749,neutral
2022-05-02,113.5,114.0199966430664,110.27999877929688,112.83000183105469,112.3307113647461,4905000,37.125397607235584,neutral,0.0,33.33333333333333,neutral,-1.2527822324086486,-0.5489785821867004,-0.7038036502219482,neutral,118.2192597485152,120.36642058303677,,112.37666575113933,117.18611305818203,4.809447307042703,2.384531376905059,-134.46240362987663,-33.98280957064561,-33.98280957064561,-20.44798445859054,neutral
